code,name,abbreviation,domain,n_items,license,url,citation,repository,languages,n_dimensions,has_scoring,checked_content,checked_output,checked_scoring,notes
IPIP-Optimism,IPIP Optimism Scale,IPIP-OPT,Personality,10,Public Domain,https://ipip.ori.org/newSingleConstructsKey.htm#Hope/Optimism,"Scheier, M. F., Carver, C. S., & Bridges, M. W. (1994). Distinguishing optimism from neuroticism. Journal of Personality and Social Psychology, 67(6), 1063-1078.",openscales,en,1,yes,1,1,1,
IPIP-ORVIS,IPIP Oregon Vocational Interest Scales,IPIP-ORVIS,Personality,92,Public Domain,https://ipip.ori.org/newORVISKey.htm,"Pozzebon, J. A., Visser, B. A., Ashton, M. C., Lee, K., & Goldberg, L. R. (2010). Psychometric characteristics of a public-domain self-report measure of vocational interests. Journal of Personality Assessment, 92(2), 168-174.",openscales,en,8,yes,1,1,1,Uses like/dislike response scale (not accuracy).
IPIP-SelfEsteem,IPIP Self-Esteem Scale,IPIP-SE,Personality,10,Public Domain,https://ipip.ori.org/newSingleConstructsKey.htm#Self-esteem,"Rosenberg, M. (1965). Society and the Adolescent Self-Image. Princeton University Press.",openscales,en,1,yes,1,1,1,
IPIP-SelfMonitoring,IPIP Self-Monitoring Scale,IPIP-SM,Personality,10,Public Domain,https://ipip.ori.org/newSingleConstructsKey.htm#Self-monitoring,"Snyder, M. (1974). Self-monitoring of expressive behavior. Journal of Personality and Social Psychology, 30(4), 526-537.",openscales,en,1,yes,1,1,1,
IPIP-VIA,IPIP Character Strengths (VIA),IPIP-VIA,Personality,213,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press.",openscales,en,24,yes,1,1,1,
IPIP-VIA-AESTHETICS,IPIP Character Strength: Aesthetic Appreciation,IPIP-VIA-AESTHETICS,Personality,8,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-BRAVERY,IPIP Character Strength: Bravery/Courage,IPIP-VIA-BRAVERY,Personality,10,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-CREATIVITY,IPIP Character Strength: Creativity/Originality,IPIP-VIA-CREATIVITY,Personality,8,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-CURIOSITY,IPIP Character Strength: Curiosity,IPIP-VIA-CURIOSITY,Personality,10,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-FAIRNESS,IPIP Character Strength: Equity/Fairness,IPIP-VIA-FAIRNESS,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-FORGIVENESS,IPIP Character Strength: Forgiveness/Mercy,IPIP-VIA-FORGIVENESS,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-GRATITUDE,IPIP Character Strength: Gratitude,IPIP-VIA-GRATITUDE,Personality,8,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-HONESTY,IPIP Character Strength: Honesty/Integrity,IPIP-VIA-HONESTY,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-HUMILITY,IPIP Character Strength: Modesty/Humility,IPIP-VIA-HUMILITY,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-HUMOR,IPIP Character Strength: Humor/Playfulness,IPIP-VIA-HUMOR,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-KINDNESS,IPIP Character Strength: Kindness/Generosity,IPIP-VIA-KINDNESS,Personality,10,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-LEADERSHIP,IPIP Character Strength: Leadership,IPIP-VIA-LEADERSHIP,Personality,7,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-LEARNING,IPIP Character Strength: Love of Learning,IPIP-VIA-LEARNING,Personality,10,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-LOVE,IPIP Character Strength: Capacity for Love,IPIP-VIA-LOVE,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-OPENMIND,IPIP Character Strength: Judgment/Open-mindedness,IPIP-VIA-OPENMIND,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-OPTIMISM,IPIP Character Strength: Hope/Optimism,IPIP-VIA-OPTIMISM,Personality,8,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-PERSEVERANCE,IPIP Character Strength: Perseverance/Industriousness,IPIP-VIA-PERSEVERANCE,Personality,8,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-PRUDENCE,IPIP Character Strength: Prudence,IPIP-VIA-PRUDENCE,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-SELFCONTROL,IPIP Character Strength: Self-control/Self-regulation,IPIP-VIA-SELFCONTROL,Personality,11,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-SOCIAL-EQ,IPIP Character Strength: Social/Emotional Intelligence,IPIP-VIA-SOCIAL-EQ,Personality,7,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-SPIRITUALITY,IPIP Character Strength: Spirituality/Religiousness,IPIP-VIA-SPIRITUALITY,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-TEAMWORK,IPIP Character Strength: Teamwork/Citizenship,IPIP-VIA-TEAMWORK,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-VITALITY,IPIP Character Strength: Vitality/Enthusiasm/Zest,IPIP-VIA-VITALITY,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPIP-VIA-WISDOM,IPIP Character Strength: Wisdom/Perspective,IPIP-VIA-WISDOM,Personality,9,Public Domain,https://ipip.ori.org/newVIAKey.htm,"Peterson, C., & Seligman, M. E. P. (2004). Character Strengths and Virtues: A Handbook and Classification. Oxford University Press. IPIP items: Goldberg et al. (2006). https://ipip.ori.org/newVIAKey.htm",openscales,en,1,yes,1,1,1,
IPSS3,Impostor Phenomenon Short Scale,IPSS-3,Self & Coping,3,CC BY 4.0,https://doi.org/10.3389/fpsyg.2024.1358279,"Jansen, M. P. (2024). Impostor phenomenon short scale (IPSS-3). Frontiers in Psychology, 15, 1358279.",openscales,en,1,yes,1,1,1,
IVS,Integrative Vitality Scale,IVS,Mental Health,22,CC BY 4.0,https://doi.org/10.3389/fpubh.2024.1452068,"Yoon, S. I., Park, H. Y., Chung, S. Y., & Kim, J. W. (2024). Development and validation of the Integrative Vitality Scale. Frontiers in Public Health, 12, 1452068. https://doi.org/10.3389/fpubh.2024.1452068",openscales,"en,ko",2,yes,1,1,1,Item 11 reverse-scored. Korean from supplementary file (original validated language).
KDQOL-36,Kidney Disease Quality of Life 36-Item Short Form,KDQOL-36,Quality of Life,36,Public Domain,https://www.rand.org/health-care/surveys_tools/kdqol.html,"Ware, J.E., Kosinki, M., Keller, S.D. (1996). SF-12: How to score the SF-12 Physical and Mental Health Summary Scales. Boston: The Health Institute; and Hays, R.D., Kallich, J.D., Mapes, D.L., Coons, S.J., & Carter, W.B. (1994). Development of the kidney disease quality of life (KDQOL) instrument. Quality of Life Research, 3(5), 329–338.",openscales,en,6,yes,1,1,1,Public Domain (RAND Corporation).
KDQOL-SF,Kidney Disease Quality of Life Short Form v1.3,KDQOL-SF,Health,82,Public Domain,https://www.rand.org/health-care/surveys_tools/kdqol.html,"Hays, R.D., Kallich, J.D., Mapes, D.L., Coons, S.J., & Carter, W.B. (1994). Development of the Kidney Disease Quality of Life (KDQOL) instrument. Quality of Life Research, 3(5), 329–338. https://doi.org/10.1007/BF00451725",openscales,en,18,yes,1,1,1,Rewritten from KDQOL-SF v1.3 PDF. SF-36 + 46 kidney items. Public Domain (RAND).
LCS,Life Crafting Scale,LCS,Well-Being,9,CC BY 4.0,https://doi.org/10.3389/fpsyg.2022.795686,"Chen, S., van der Meij, L., van Zyl, L. E., & Demerouti, E. (2022). The Life Crafting Scale: Development and validation of a multi-dimensional meaning-making measure. Frontiers in Psychology, 13, 795686. https://doi.org/10.3389/fpsyg.2022.795686",openscales,en,3,yes,1,1,1,
MAntAS,Maternal Antenatal Attachment Scale (MAAS),MAAS,Perinatal,19,CC BY 3.0 AU,https://camcops.readthedocs.io/en/latest/tasks/maas.html,"Condon, J. T. (1993). The assessment of antenatal emotional attachment: Development of a questionnaire instrument. British Journal of Medical Psychology, 66(2), 167–183.",openscales,en,1,yes,1,1,1,CC BY 3.0 AU (Condon). 19 multi items with per-item response options. Renamed from MAAS to avoid conflict with Mindful Attention Awareness Scale.
MAPS15,Multidimensional Academic Procrastination Scale,MAPS-15,Education,15,CC BY 4.0,https://doi.org/10.3390/ijerph20043201,"Gonzalez-Brignardello, M. P., & Sanchez-Elvira Paniagua, A. (2023). Dimensional structure of MAPS-15. IJERPH, 20(4), 3201.",openscales,"en,es",3,yes,1,1,1,Items reordered to match paper Table. 4 reverse items (8/9/12/13). Spanish from original validated version.
MAST,Michigan Alcohol Screening Test (MAST),MAST,Substance Use,24,Public Domain,https://pubmed.ncbi.nlm.nih.gov/5565851/,"Selzer, M. L. (1971). The Michigan Alcoholism Screening Test: The quest for a new diagnostic instrument. American Journal of Psychiatry, 127(12), 1653–1658. https://pubmed.ncbi.nlm.nih.gov/5565851/",openscales,en,1,yes,1,1,1,Public Domain. 24 yes/no items with weighted scoring (1/2/5 pts) + unweighted computed variable. Both scoring norms included.
MCQ17,Marijuana Craving Questionnaire — Short Form,MCQ-17,Substance Use,17,Public Domain,,"Heishman, S. J., Singleton, E. G., & Liguori, A. (2001). Marijuana Craving Questionnaire: Development and initial validation of a self-report instrument. Addiction, 96(7), 1023-1034.",openscales,en,4,yes,1,1,1,Public domain: US Government work. 3 subscales (Compulsivity/Expectancy/Purposefulness) + total.
MHI38,Mental Health Inventory (MHI-38),MHI-38,Mental Health,38,Public Domain,https://www.rand.org/health/surveys/mos/mental-health.html,"Veit, C.T., & Ware, J.E. (1983). The structure of psychological distress and well-being in general populations. Journal of Consulting and Clinical Psychology, 51(5), 730-742. https://doi.org/10.1037/0022-006X.51.5.730",openscales,en,7,yes,1,1,1,Public Domain (RAND Corporation). Items corrected from RAND PDF. 4 alternate response formats (happiness/frequency/nervousness/depression/suicidal ideation) now properly typed.
MHI5,Mental Health Inventory-5,MHI-5,Mental Health,5,Public Domain,https://www.rand.org/health-care/surveys_tools/mos/36-item-short-form.html,"Berwick, D. M., et al. (1991). Performance of a five-item mental health screening test. Medical Care, 29(2), 169-176.",openscales,en,1,yes,1,1,1,RAND SF-36 subset. Public Domain.
MI,Maximization Inventory,MI,Decision Making,34,CC BY 4.0,https://doi.org/10.1017/S1930297500001820,"Turner, B. M., Rim, H. B., Betz, N. E., & Nygren, T. E. (2012). The Maximization Inventory. Judgment and Decision Making, 7(1), 48-60.",openscales,en,3,yes,1,1,1,
MMS,Modified Maximizing Scale,MMS,Mood,5,CC BY 4.0,https://doi.org/10.1017/S1930297500001042,"Lai, L. (2010). Maximizing without difficulty: A modified maximizing scale and its correlates. Judgment and Decision Making, 5(3), 164-175.",openscales,"en,no",1,yes,1,1,1,
MOS-MOPA,MOS Patient Adherence Scale,MOS-MOPA,Health,5,Public Domain,https://www.rand.org/health-care/surveys_tools/mos/patient-adherence.html,"Hays, R.D., Kravitz, R.L., Mazel, R.M., Sherbourne, C.D., DiMatteo, M.R., Rogers, W.H., & Greenfield, S. (1994). The impact of patient adherence on health outcomes for patients with chronic disease in the Medical Outcomes Study. Journal of Behavioral Medicine, 17(4), 347–360.",openscales,en,1,yes,1,1,1,Public Domain (RAND Corporation). Renamed from MOS-ADHRNC. Items corrected from RAND PDF. Items 1 and 3 reverse-coded.
MOS-SEXUAL,MOS Sexual Problems Measures,MOS-SEXUAL,Health,9,Public Domain,https://www.rand.org/health/surveys/mos/sexual-problems.html,"Sherbourne, C.D. (1992). Social functioning: Sexual problems measures. In A.L. Stewart & J.E. Ware (Eds.), Measuring functioning and well-being: The Medical Outcomes Study approach (pp. 194–204). Durham, NC: Duke University Press.",openscales,en,2,yes,1,1,1,Public Domain (RAND). Bio sex question with branching. 0-100 transform. Optional gender identity.
MOS-SF-12,MOS 12-Item Short Form Health Survey,MOS-SF-12,Health,12,Public Domain,https://www.rand.org/health/surveys/mos/36-item-short-form.html,"Ware, J. E., Kosinski, M., & Keller, S. D. (1996). A 12-Item Short-Form Health Survey. Medical Care, 34(3), 220–233. Items from RAND-36 (public domain).",openscales,en,8,yes,1,1,1,Public Domain. 12-item subset of RAND-36. NOT the proprietary QualityMetric SF-12v2.
MOS-SF-20,MOS 20-Item Short Form Health Survey,MOS-SF-20,Health,20,Public Domain,https://www.rand.org/health/surveys/mos/20-item-short-form.html,"Stewart, A.L., Hays, R.D., & Ware, J.E. (1988). The MOS Short-Form General Health Survey: Reliability and validity in a patient population. Medical Care, 26(7), 724–735. https://doi.org/10.1097/00005650-198807000-00007",openscales,en,6,yes,1,1,1,Public Domain (RAND Corporation). Renamed from SF-20.
